edge,r,p,q
e1371,0.24380759918080216,1.1871287949147271e-11,9.145901284863751e-11
e1372,0.12826502780959592,0.0004180201571561425,0.0005871708326883589
e1373,0.09754582153422732,0.00739122240077418,0.008924538909981565
e1374,0.21974367853285404,1.0972542330570535e-09,4.878319758229527e-09
e1375,0.24923576698710723,3.986785068859708e-12,3.522958386781003e-11
e1376,0.29386439340320947,1.8265957859273557e-16,6.0081415107362616e-15
e1377,0.2552693131495557,1.1494542272720415e-12,1.1926037081706792e-11
e1378,0.15702690454373117,1.5001009686917024e-05,2.659658702509344e-05
e1379,0.13949527108352158,0.0001228839377560282,0.00018731446659095834
e1380,0.2572022955803281,7.663736434652366e-13,8.46798195722277e-12
e1381,0.16319822781811347,6.7613158479210284e-06,1.2783353572186282e-05
e1382,0.26126236474706116,3.2350005003276245e-13,4.001026100467355e-12
e1383,0.16790008856390176,3.611171978220573e-06,7.164023762993659e-06
e1384,0.13326789084596508,0.00024514597651061895,0.0003567911162554901
e1385,0.272404347418208,2.8074608195604124e-14,4.824565657102954e-13
e1386,0.22026817165848991,9.994765128958064e-10,4.486709363100958e-09
e1387,0.2013443971223325,2.5031322936427065e-08,7.943283789425907e-08
e1388,0.23662675790342738,4.830656352762321e-11,3.0939833093006176e-10
e1389,0.15133898298356646,3.0458412404467678e-05,5.1363567122909726e-05
e1390,0.04510770216146606,0.2163223636989953,0.22886995787176387
e1391,0.12901873958637286,0.0003861890844635798,0.0005455887250337383
e1392,0.2788160569803777,6.5281610821782096e-15,1.3448282146516188e-13
e1393,0.11941334821856868,0.0010266721817774915,0.0013668814088025744
e1394,0.26318735306802077,2.1379926111322046e-13,2.7844275498384076e-12
e1395,0.08917941192971277,0.014366280042548751,0.016858011918609736
e1396,0.224317554655985,4.82380007910738e-10,2.3766680261014328e-09
e1397,0.24126135696942128,1.962803693774563e-11,1.4146973381424775e-10
e1398,0.16017870280981922,1.0022612288963005e-05,1.8379099202945427e-05
e1399,0.1033444906969931,0.0045290183208080165,0.005601458333379709
e1400,0.1801372173681015,6.502461056932074e-07,1.5018451141242836e-06
e1401,0.2970243312422741,8.385224336185651e-17,3.0843986005562748e-15
e1402,0.25603217831642483,9.799115939306438e-13,1.0366297893295471e-11
e1403,0.27266718492232367,2.6464934446240224e-14,4.575605521113644e-13
e1404,0.12664734630356017,0.0004947682639830952,0.0006873700400211949
e1405,0.1706810635617368,2.4716066405182505e-06,5.058100796617975e-06
e1406,0.11027192256875766,0.00244413419275927,0.003112849307898206
e1407,0.1681307726578523,3.5001750399033455e-06,6.961171626431798e-06
e1408,0.17855967098866737,8.165406372899868e-07,1.845027669134863e-06
e1409,0.3334526657214916,5.176977788097226e-21,1.2715470651774343e-18
e1410,0.17447161518942295,1.4596263201153934e-06,3.1310298340300017e-06
e1411,0.15889479680000482,1.182309309924461e-05,2.1408512527294608e-05
e1412,0.2253799951027187,3.9753008638937256e-10,1.99819366485186e-09
e1413,0.35462875813392586,9.824447268199445e-24,9.775325031858447e-21
e1414,0.17221770896240457,1.9991682286227185e-06,4.15840365314018e-06
e1415,0.02811486123035294,0.4410827180294605,0.4562371271264756
e1416,0.18315662144208542,4.1817864264153524e-07,1.010005985031787e-06
e1417,0.17288240037959024,1.8228263999395263e-06,3.828012384845565e-06
e1418,0.24978442243562882,3.5652649817865223e-12,3.181559333522502e-11
e1419,0.29837933397507505,5.987321705832058e-17,2.2869040680625326e-15
e1420,0.18745453642067453,2.2027005657392323e-07,5.649406013430948e-07
e1421,0.23300340868619832,9.640720902396935e-11,5.733722234240854e-10
e1422,0.17294016619281377,1.8082264500261277e-06,3.80216677467455e-06
e1423,0.14802356499344746,4.5497698255660874e-05,7.435363351298771e-05
e1424,0.30009129751560515,3.90213184791865e-17,1.607710637134185e-15
e1425,0.16932162995870284,2.977192626998733e-06,5.9935390265326035e-06
e1426,0.1909387505865503,1.2956317673804795e-07,3.489858171476928e-07
e1427,0.3009305349172878,3.160097682549885e-17,1.3582277296488707e-15
e1428,0.19028927231142617,1.431425447184873e-07,3.817534440823309e-07
e1429,0.1770025579322083,1.0203458993864094e-06,2.259361677733342e-06
e1430,0.11711104993538661,0.0012847189419284751,0.0016908668614005725
e1431,0.16194589974242216,7.967235928131085e-06,1.4862016776322515e-05
e1432,0.18134739567857155,5.452812684534348e-07,1.2833941149879776e-06
e1433,0.21791252349453538,1.5171499799757969e-09,6.5377402775050585e-09
e1434,0.21751598932237495,1.6268164712352774e-09,6.956091056635586e-09
e1435,0.1827314021721024,4.4519869759056326e-07,1.0688206155208359e-06
e1436,0.269039200405945,5.945178367908781e-14,9.204475765204297e-13
e1437,0.13160155661235245,0.00029344567060466493,0.0004216599642597178
e1438,0.2761441558055985,1.2045421885822853e-14,2.3030170089267895e-13
e1439,0.27792386387839285,8.015793850185108e-15,1.6080070324464077e-13
e1440,0.16122873342862204,8.74752321612061e-06,1.6208166852960906e-05
e1441,0.07248775787655848,0.0467633591726545,0.05227451115244493
e1442,0.2564809296842899,8.918917680128267e-13,9.619862430057048e-12
e1443,0.14250321427490506,8.710703042916761e-05,0.00013549831200972685
e1444,0.32206928893779435,1.2365724910677015e-19,1.50968052590474e-17
e1445,0.3091453736596427,3.8650739632409106e-18,2.3983658233591924e-16
e1446,0.14862881812389417,4.231038872848599e-05,6.952308912217536e-05
e1447,0.19541443947603984,6.458187637832217e-08,1.8551277106034275e-07
e1448,0.18251168521767253,4.598112538780062e-07,1.0997889365591736e-06
e1449,-0.03517592412631315,0.33507006837850045,0.34985541532778003
e1450,0.11961523811719699,0.0010064958610626904,0.0013419045715628794
e1451,0.09213162768192237,0.011427365048858298,0.013553734919077371
e1452,0.21102081012093973,5.007169464975704e-09,1.8868144736416685e-08
e1453,0.20919184641186933,6.828020701439064e-09,2.4795184663984922e-08
e1454,0.2823536552381696,2.8713085404326985e-15,6.552642196629667e-14
e1455,0.08511157355339735,0.019496805367799054,0.022570472764351437
e1456,0.2796792841822341,5.348357724510934e-15,1.1302142097027576e-13
e1457,0.18521590770001034,3.0816066628762e-07,7.68374546939436e-07
e1458,0.3279184795113469,2.4623946858645258e-20,4.152682563449497e-18
e1459,0.21734415730163947,1.6766984449982416e-09,7.141759215638915e-09
e1460,0.23582303368550994,5.636424063022745e-11,3.5483973063635757e-10
e1461,0.1298602622497811,0.00035332749147274126,0.0005022297914505393
e1462,0.21904141739127528,1.2428572107386888e-09,5.456178798521929e-09
e1463,0.17774792832951467,9.173397237235353e-07,2.0497485405455146e-06
e1464,0.17445340511752871,1.4633641866570718e-06,3.137018993264648e-06
e1465,0.13196235517597285,0.00028228869931966994,0.0004068621073702782
e1466,0.18110618300845405,5.648079823643843e-07,1.323093448976015e-06
e1467,0.21732284929564963,1.6829867661402111e-09,7.163943667634268e-09
e1468,0.19623912098949856,5.670463387759724e-08,1.649740079187405e-07
e1469,0.30241106207103513,2.1745634542701292e-17,9.857360533024047e-16
e1470,0.228022800004385,2.4465028466110075e-10,1.308044240933881e-09
e1471,0.1604552712709797,9.670566905123314e-06,1.7781047899099503e-05
e1472,0.22570700379457803,3.7447686906383245e-10,1.8942780107702758e-09
e1473,0.08506049166717244,0.01957027737956722,0.022651574469457782
e1474,0.12006376849039502,0.000962975056285335,0.0012878497056504144
e1475,0.12814595216526664,0.00042326722181181415,0.0005942164172172912
e1476,0.2026496020998062,2.023899872318459e-08,6.566926289486392e-08
e1477,0.2878887599808366,7.755732740537475e-16,2.0913154679769075e-14
e1478,0.28559099570558927,1.3401097872744055e-15,3.3629488987087857e-14
e1479,0.27029097026487503,4.502839524633077e-14,7.25558757410512e-13
e1480,0.17762422438835687,9.33714091786889e-07,2.082128017319486e-06
e1481,0.13044467243981647,0.0003320625549578655,0.0004734573936849985
e1482,0.18368769133191915,3.8664454655473246e-07,9.411719678318883e-07
e1483,0.1995175745775948,3.3622893025128084e-08,1.033831228677455e-07
e1484,0.14647186745950735,5.473906204632021e-05,8.833892909916245e-05
e1485,0.10862043591796236,0.0028402411395676967,0.0035929564984678126
e1486,0.25587621919262316,1.012451011640932e-12,1.0671491065494993e-11
e1487,0.14515610922761835,6.393908371751068e-05,0.00010196231797247075
e1488,0.2698746264244254,4.93963030533261e-14,7.85132931917883e-13
e1489,0.1369241167526972,0.00016401072980580595,0.00024510465028053006
e1490,0.2930535811254128,2.2270305900977223e-16,7.102697688783864e-15
e1491,0.24694112723724854,6.343525647345164e-12,5.2994631556850725e-11
e1492,0.09169354616760145,0.011826711481540748,0.014002353550848457
e1493,0.06583457493031225,0.07099425084111984,0.07811487292592528
e1494,0.1389748931442899,0.00013033044492834117,0.00019771673467246573
e1495,0.2786084712877761,6.847997783092928e-15,1.4020327785609476e-13
e1496,0.29114050446400336,3.546055885050636e-16,1.0643516155732676e-14
e1497,0.24063529084094373,2.2191737407299146e-11,1.5682371250186542e-10
e1498,0.15277788831480074,2.5522486822693517e-05,4.366381428572911e-05
e1499,0.2893387768027599,5.477832358687182e-16,1.528876072059957e-14
e1500,0.14726951147353595,4.978695543442603e-05,8.083221123807441e-05
e1501,0.17218738061677202,2.007592476829566e-06,4.172873437320698e-06
e1502,0.282969437241634,2.485784696479355e-15,5.792402278681401e-14
e1503,0.1748068901661735,1.3924218924338325e-06,3.000454321541231e-06
e1504,0.17386707740453244,1.5887464165789542e-06,3.3767012378426986e-06
e1505,0.15826136483573638,1.28210715923215e-05,2.3072827336516355e-05
e1506,0.15805876341468802,1.315685591128795e-05,2.3604528726526343e-05
e1507,0.160582161051344,9.513022742576953e-06,1.751889252057018e-05
e1508,0.10748795741125466,0.0031447741095578727,0.003958568206730449
e1509,0.14271104702096393,8.503880103947686e-05,0.00013255049273013157
e1510,0.3071510443499794,6.47683220349698e-18,3.5703313254734046e-16
e1511,0.1840007982135965,3.6913945802013305e-07,9.045530371383632e-07
e1512,0.3298438427763516,1.43648096615427e-20,2.6715860959317735e-18
e1513,0.1646008899404609,5.617772634100461e-06,1.0765954874672492e-05
e1514,0.2551945830685182,1.1675312178086534e-12,1.209467529119844e-11
e1515,0.08073305192351159,0.026738118327981085,0.030556972074129878
e1516,0.13193019404290934,0.00028326687795343284,0.00040809461168995245
e1517,0.1741496600373618,1.5270830280526137e-06,3.2571224285366574e-06
e1518,0.019143772734330225,0.5999331419187319,0.6132773166991712
e1519,0.3058858127732514,8.96834850633184e-18,4.696582507263253e-16
e1520,0.15937921714372164,1.1110286136298681e-05,2.0226392289117534e-05
e1521,0.13695741086767063,0.00016340397969458203,0.0002442712737321351
e1522,0.1425126064815194,8.701255035887947e-05,0.0001353725081808851
e1523,0.16737754472777666,3.875190932020514e-06,7.644359590325954e-06
e1524,0.25226318038609974,2.1447537659115973e-12,2.0401816415698273e-11
e1525,0.11980628039529832,0.0009877415468170303,0.0013187559061830865
e1526,0.3101039094396176,3.0115234654764583e-18,1.9457570442526467e-16
e1527,0.22890611985906614,2.0772942980853156e-10,1.133483864324041e-09
e1528,0.19017697073788298,1.456258224639745e-07,3.876861360579388e-07
e1529,0.306692821428526,7.28843399544235e-18,3.919995581332508e-16
e1530,0.24643588181578777,7.022154538378957e-12,5.80801643033006e-11
e1531,0.28079595566799853,4.1283914403090715e-15,9.057881991416816e-14
e1532,0.1575614878771912,1.4016880017274591e-05,2.5003219105751555e-05
e1533,0.224358253448954,4.788268860361173e-10,2.36150062753872e-09
e1534,0.28651403899138755,1.0764382181758212e-15,2.8111706747636273e-14
e1535,0.1686161508346157,3.2771940143221417e-06,6.550438015770452e-06
e1536,0.29565628478233014,1.1760293069516875e-16,4.1642318876047294e-15
e1537,0.328909563479519,1.8667436427556987e-20,3.2586139027051233e-18
e1538,0.1276525947816523,0.00044566778136740206,0.0006235087773629992
e1539,0.10720596409078499,0.003225086347888863,0.004054790139182991
e1540,0.16671184968452119,4.2383589558331385e-06,8.299876325632695e-06
e1541,0.1562679193259483,1.651178801681625e-05,2.908857839364761e-05
e1542,0.14314693363603054,8.08505801830579e-05,0.0001266273056542462
e1543,0.2918725658861941,2.9690760614098816e-16,9.105487740386168e-15
e1544,0.12404477872264269,0.0006462485568301014,0.0008825381746444564
e1545,0.26570270562859627,1.2381057435626308e-13,1.7399932413062397e-12
e1546,0.21548886296150702,2.319436547382943e-09,9.507062264247284e-09
e1547,0.16211334363586757,7.794863026154556e-06,1.4567784956844071e-05
e1548,0.18043238963030522,6.229832568346021e-07,1.4459256835792607e-06
e1549,0.3060641014377468,8.567142953612542e-18,4.522178906548795e-16
e1550,0.303038219105436,1.8549284412141827e-17,8.685429642391115e-16
e1551,0.2469391589895026,6.346040552762577e-12,5.2994631556850725e-11
e1552,0.13091648570153083,0.0003157731311881282,0.0004516556681264825
e1553,0.10646298276104259,0.0034456986906435606,0.004317700645035379
e1554,0.30259870654266796,2.0736313792229265e-17,9.486267688858905e-16
e1555,0.1309452952753554,0.00031480306852693223,0.0004503976607725898
e1556,0.3077963286554291,5.4828569474159146e-18,3.12632817345492e-16
e1557,0.13694270204008704,0.00016367177219899214,0.0002446348405257581
e1558,0.22761462420104703,2.6380172117022505e-10,1.3954423847122483e-09
e1559,0.1791426830426316,7.508072013094863e-07,1.7106781893815866e-06
e1560,0.2876045100613445,8.300878561728826e-16,2.217281656085955e-14
e1561,0.06397926243729586,0.07934038007333791,0.08690409310102512
e1562,0.03860652778916613,0.29004165264047826,0.3041326213270902
e1563,0.18298192026777352,4.290830412330814e-07,1.033747278515535e-06
e1564,0.20377580850761448,1.6829005769667422e-08,5.568626784442662e-08
e1565,0.23516394763691717,6.393836263186537e-11,3.962545675409906e-10
e1566,0.1638197679324902,6.229566947243596e-06,1.184939612408216e-05
e1567,0.09731138790811929,0.007535235383651039,0.009091256465057334
e1568,0.17980141809494438,6.826568540714372e-07,1.5694167509267099e-06
e1569,0.1613904100296787,8.565498971593956e-06,1.590198988102619e-05
e1570,0.30753833243923195,5.860809078004762e-18,3.2761264228172685e-16
e1571,0.10079544070520162,0.005633740203211358,0.00689153122964753
e1572,0.1431764978960593,8.057367580995883e-05,0.00012623336077926162
e1573,0.2697680976879321,5.0579107423010915e-14,8.007352726475077e-13
e1574,0.08888613142617052,0.014691757657008635,0.01721724146837476
e1575,0.10588742401396291,0.003625925833569937,0.004530130844301968
e1576,0.1807508192218347,5.948058753883515e-07,1.3866725539161429e-06
e1577,0.14922963183493523,3.93563690902237e-05,6.507617323601592e-05
e1578,0.15848669947748945,1.245719858737663e-05,2.2466761998259465e-05
e1579,0.11455899251323864,0.0016397321562257388,0.0021324447725063526
e1580,0.2895722262594781,5.178620359288306e-16,1.4576314731235825e-14
e1581,0.23216511467205145,1.1293645492331899e-10,6.592653132807415e-10
e1582,0.1499797092240644,3.594222288121351e-05,5.989868816147298e-05
e1583,0.1651682727252367,5.209837908064209e-06,1.0043182637845369e-05
e1584,0.22805226151633387,2.4332166110337415e-10,1.3023402517367254e-09
e1585,0.11892086084550688,0.001077467313433561,0.0014308708399951861
e1586,0.17312821000475817,1.7614722339532015e-06,3.711307300758995e-06
e1587,0.18645573710007335,2.559964958853306e-07,6.484636288337677e-07
e1588,0.17922971191629766,7.41442217792532e-07,1.6914708396275807e-06
e1589,0.10597181377093903,0.0035989760505010762,0.0044984374979568755
e1590,0.1962530555048611,5.6579867684794455e-08,1.646350880139508e-07
e1591,0.22176688784255938,7.645137270175275e-10,3.556293400572416e-09
e1592,0.07020752756664507,0.05413808961446883,0.0601735915621051
e1593,0.23542817714181635,6.078951782526887e-11,3.7945778065334084e-10
e1594,0.1289720496415201,0.0003880932994890403,0.0005480843559599675
e1595,0.22417591914279067,4.94946518240213e-10,2.432560067419175e-09
e1596,0.14287959213392748,8.33956372506177e-05,0.0001302238842818026
e1597,0.22088732876865255,8.949338770761531e-10,4.075328181651132e-09
e1598,0.20334030890289118,1.8075856104641077e-08,5.9342600041281423e-08
e1599,0.1680977011438336,3.5158849502412243e-06,6.991018236390924e-06
e1600,0.22793251341399087,2.487661255724406e-10,1.3268415703274104e-09
e1601,0.17341844134075687,1.6915789372262986e-06,3.57882424524807e-06
e1602,0.20874580527005604,7.361407752068339e-09,2.649399003432066e-08
e1603,0.22382453813078226,5.275151526834405e-10,2.569780058359967e-09
e1604,0.15991902244533152,1.0364254337780032e-05,1.8965394144535415e-05
e1605,0.1826320128580405,4.517524651693473e-07,1.0816837994068114e-06
e1606,0.20391223088412477,1.645586892912827e-08,5.454227043465233e-08
e1607,0.1463215878149269,5.5722740830666946e-05,8.983170305656774e-05
e1608,0.19423211642267005,7.774615058785187e-08,2.1945367329053223e-07
e1609,0.10480161622543933,0.003989396434732551,0.004966157203251455
e1610,0.1775236422323619,9.47234539186715e-07,2.1096773732306245e-06
e1611,0.20441847471691346,1.514004281731685e-08,5.0568454525781354e-08
e1612,0.20069649410076265,2.7801694410532863e-08,8.718148735732807e-08
e1613,0.04733874266017922,0.19443012110343988,0.20645426657907548
e1614,0.15213665389162412,2.7620208159802383e-05,4.6941851770438764e-05
e1615,0.1941198187792133,7.912348755593673e-08,2.2304698733836894e-07
e1616,0.26169507964505156,2.94828863131829e-13,3.6853607891478625e-12
e1617,0.2843226339100853,1.808482308754317e-15,4.367572566045013e-14
e1618,0.09822237174640282,0.006989332094132772,0.008462896785715981
e1619,0.12116662254650197,0.0008632549985448413,0.0011626920115764697
e1620,0.17610074963707054,1.1598632206097584e-06,2.5431112924343536e-06
e1621,0.13252922478931295,0.0002655575456991057,0.0003840548807712357
e1622,0.19707313139459917,4.968673914304422e-08,1.4646216989284254e-07
e1623,0.18043575275170376,6.2267905833335e-07,1.4456234945163749e-06
e1624,0.25333244561946516,1.7196068812066263e-12,1.6935444202840973e-11
e1625,0.1321663549356084,0.00027615725047678224,0.00039837109709952635
e1626,0.2559289725874663,1.0013277948983992e-12,1.0565441738323513e-11
e1627,0.17321193342809665,1.7410307546168917e-06,3.673294319007225e-06
e1628,0.16829273406131373,3.424203848568552e-06,6.819621355736007e-06
e1629,0.12215818275477232,0.0007818456069104683,0.0010571942364285057
e1630,0.16225509856632012,7.651722198509095e-06,1.4320443125207467e-05
e1631,0.29983079167905885,4.1655739154332905e-17,1.6882875950534111e-15
e1632,0.18030986618589473,6.341636407943174e-07,1.4694755998843636e-06
e1633,0.13474401586421336,0.00020867944564480014,0.0003072636861114041
e1634,0.22400486980120346,5.105482392289218e-10,2.499977844649494e-09
e1635,0.2411775024338495,1.9953837467956446e-11,1.4345425058249034e-10
e1636,0.24618854521756,7.379764496244326e-12,6.060970428199013e-11
e1637,0.14649528619579244,5.45872577059752e-05,8.810823492164056e-05
e1638,0.1256164198368578,0.0005503162719992811,0.0007592411129219145
e1639,0.1978166394664981,4.4144765875581045e-08,1.3184464069098946e-07
e1640,0.1372324325678618,0.00015847200583852364,0.00023727280988538262
e1641,0.2385983706916185,3.3007710716315586e-11,2.2153573128319737e-10
e1642,0.1169705587674233,0.0013022532670980238,0.0017129248473296765
e1643,0.23467814942317916,7.014827676178349e-11,4.3118046098047164e-10
e1644,0.08501553089632577,0.019635144875121333,0.022722690335828945
e1645,0.16852227168222628,3.3192328157968065e-06,6.630469085962302e-06
e1646,0.21472953412336193,2.6466470832775634e-09,1.0702758983382141e-08
e1647,0.10384343395552643,0.004337232224195469,0.005375283132682932
e1648,0.032774070433404585,0.369134696017248,0.38405293306546956
e1649,0.20584364450285747,1.1960179130063818e-08,4.099338007031863e-08
e1650,0.10982157643565736,0.002546818484549704,0.0032372054063962126
e1651,0.23660614641160002,4.8498393857921756e-11,3.1012790416858703e-10
e1652,0.14241562504967328,8.799279599751974e-05,0.00013682267857092066
e1653,0.3075618506454071,5.825318869295219e-18,3.2761264228172685e-16
e1654,0.2605459814921171,3.7708357233668375e-13,4.586774504584356e-12
e1655,0.23875357867456806,3.202822153317058e-11,2.1627472294200695e-10
e1656,0.2212408472438469,8.401006683820959e-10,3.854517132559737e-09
e1657,0.2867332078983514,1.0217494976121306e-15,2.685972919746552e-14
e1658,0.2045844085340127,1.4731385094488472e-08,4.930193273540279e-08
e1659,0.2271241316173615,2.8875404881754196e-10,1.5149500583888967e-09
e1660,0.1292716088481998,0.00037602651337062396,0.0005320247149715903
e1661,0.20048051690481458,2.8789507226611496e-08,8.991073349177162e-08
e1662,0.21401167677649657,2.9969866441476655e-09,1.1980722020598341e-08
e1663,0.21600337195521788,2.1204469536502896e-09,8.785528706566888e-09
e1664,0.11600981913395854,0.0014281932193521767,0.0018701747098182745
e1665,0.12514423042300024,0.0005776479514134948,0.0007942509661527359
e1666,0.15462087548477557,2.030299785114044e-05,3.530184860093445e-05
e1667,0.13784937746209724,0.0001479122747414336,0.00022256743042378292
e1668,0.22085442479787845,9.002112081808899e-10,4.096952071843589e-09
e1669,0.09371572195322549,0.010081216020994203,0.01201510443898812
e1670,0.12248849251565612,0.0007563461914386765,0.0010245087827281288
e1671,0.245558474935526,8.37315606825702e-12,6.787201863882473e-11
e1672,0.22854710421551971,2.220290786101805e-10,1.2033305497124474e-09
e1673,0.12524522545306624,0.0005716981487356805,0.0007868312580289122
e1674,0.2566147536513047,8.671763808668483e-13,9.399133975626515e-12
e1675,0.15072543856790627,3.282742158949279e-05,5.503965705880079e-05
e1676,0.29003704876904957,4.62992690222053e-16,1.327601518071881e-14
e1677,0.16482088541684525,5.456104829245767e-06,1.047833295715024e-05
e1678,0.09988585072086545,0.006083213721022853,0.007412647911845862
e1679,0.13296155411516097,0.00025342595193915315,0.0003680344773837224
e1680,0.2466605278453734,6.712075433268809e-12,5.583260658781831e-11
e1681,0.12101309625039812,0.0008765395342622419,0.0011795467089409394
e1682,0.1589563948436616,1.173009424348469e-05,2.125752440081462e-05
e1683,0.17592313722627367,1.1894212846742864e-06,2.6013280102229147e-06
e1684,0.1318027345344719,0.000287174807480514,0.0004134017208296568
e1685,0.21006330377208046,5.892021212692161e-09,2.1753473493984044e-08
e1686,0.1641267378934638,5.981912957020081e-06,1.141104944830326e-05
e1687,0.16694488579181266,4.1076731100083955e-06,8.063000087706359e-06
e1688,0.08474076970752319,0.02003564549780716,0.0231686527634588
e1689,0.06014718179987252,0.09909828779182957,0.10757451053117
e1690,0.13938903929596852,0.00012437078871009927,0.000189435797576041
e1691,0.15162655420103743,2.9404724749019088e-05,4.973262132462008e-05
e1692,0.22135084842096348,8.237160362551522e-10,3.788294227288544e-09
e1693,0.17730849752414946,9.767890363870383e-07,2.1706423030823073e-06
e1694,0.2229695633637251,6.157232482853112e-10,2.932717242909931e-09
e1695,0.1465530409378781,5.421458090420087e-05,8.754220707510527e-05
e1696,0.18203275106171743,4.932805406396773e-07,1.172233431899878e-06
e1697,0.21357927952470032,3.2293378468936867e-09,1.2786275995460479e-08
e1698,0.09312394143939257,0.010566662821274638,0.012568082609728365
e1699,0.24238057412402547,1.574682669156727e-11,1.1675180743747714e-10
e1700,0.16326508531835685,6.702101567842902e-06,1.2685164656655292e-05
e1701,0.253288049459035,1.7354889135570993e-12,1.7054928088783347e-11
e1702,0.13586533824908512,0.00018444634626012588,0.0002736870426839952
e1703,0.15720442877627158,1.4667128579270405e-05,2.606267155348523e-05
e1704,0.2714528775790347,3.4746235788286785e-14,5.795893480192012e-13
e1705,0.18253194993226898,4.584444277910632e-07,1.0970471516404711e-06
e1706,0.24397746597127687,1.147732495615324e-11,8.897497726040105e-11
e1707,0.17309166446150903,1.7704669914793347e-06,3.727496099284676e-06
e1708,0.14170450960980893,9.55050303753812e-05,0.00014773028406296819
e1709,0.12018490641990928,0.0009515230692665681,0.001273989711256456
e1710,0.1648480265169094,5.4364704949807475e-06,1.0443649276003175e-05
e1711,0.1476972089332946,4.730930557459592e-05,7.708631629693431e-05
e1712,0.22585158406429862,3.647045810698693e-10,1.8504898427563484e-09
e1713,0.297508741691786,7.435468567243475e-17,2.7865503670083833e-15
e1714,0.146919298590323,5.1906637360678484e-05,8.397903117703267e-05
e1715,0.08670192286477298,0.017326545412337826,0.020160103707274907
e1716,0.254641041926597,1.3103814751199967e-12,1.3379472219029211e-11
e1717,0.1756574281034759,1.2349944908305592e-06,2.6927128703328725e-06
e1718,0.14838760696373585,4.355442080645837e-05,7.141833998422228e-05
e1719,0.12862204609545913,0.00040264926892713223,0.0005671919340022603
e1720,0.19479165994618092,7.122154993929305e-08,2.0270435408923508e-07
e1721,0.1694355930274651,2.931267504091734e-06,5.9100530224341955e-06
e1722,0.09248992876624634,0.011109673643976739,0.013190293270994398
e1723,0.16982392793450815,2.779815185657013e-06,5.626354983174792e-06
e1724,0.1904323624967356,1.4003762200733624e-07,3.7446233243025946e-07
e1725,0.126349559960441,0.0005102525434633856,0.0007077948985725201
e1726,0.28583070476532385,1.2660883572597358e-15,3.2218872518502226e-14
e1727,0.17445385878099934,1.4632709545538657e-06,3.137018993264648e-06
e1728,0.24293202068606806,1.4121227417656475e-11,1.0604242475900523e-10
e1729,0.23455343039813936,7.18352144391275e-11,4.4039456788004844e-10
e1730,0.23682176509193759,4.6527917133171e-11,3.00034203159463e-10
e1731,0.26348415622825644,2.005130214085992e-13,2.632064067302852e-12
e1732,0.1345571078409015,0.00021299802551661432,0.0003131629632641762
e1733,0.2544200144227546,1.3720840924487375e-12,1.3923749841779641e-11
e1734,0.09637280424705717,0.008137284065287272,0.00978559057887459
e1735,0.1553035235320752,1.8640856660901244e-05,3.257689009852768e-05
e1736,0.09403108393249156,0.009830701812758113,0.011729881644914645
e1737,0.17911112089981662,7.542315510457215e-07,1.717693736073456e-06
e1738,0.12649208011095645,0.0005027863819331573,0.0006977666278526254
e1739,0.21018029453637127,5.776267831406562e-09,2.1381646176523548e-08
e1740,0.12344546538368803,0.000686754926314587,0.0009351596437430055
e1741,0.0847994277064666,0.019949551339272342,0.023075800491253174
e1742,0.12971818195878082,0.00035868605777385557,0.0005091919353473909
e1743,0.3327331490770951,6.3520884845603646e-21,1.4529489752040375e-18
e1744,0.1767704201178487,1.054634278332821e-06,2.329583986993355e-06
e1745,0.17949093983602796,7.140017202600853e-07,1.6343034544715549e-06
e1746,0.2305988569480015,1.5154053424680274e-10,8.596512632586585e-10
e1747,0.1179375315162881,0.0011858961733240995,0.0015678536971265998
e1748,0.2095643068377074,6.411535432769249e-09,2.345396233678457e-08
e1749,0.22109166799110058,8.628285459532142e-10,3.944472332751887e-09
e1750,0.1622108353146342,7.696146671277792e-06,1.4395461862809291e-05
e1751,0.15358281908268945,2.3102893883049167e-05,3.986020359568913e-05
e1752,0.16374080189027337,6.294840334567168e-06,1.1965548061695161e-05
e1753,0.1598677919354215,1.043295262054227e-05,1.9080576890799664e-05
e1754,0.20131354554134165,2.515695021639885e-08,7.979332312820164e-08
e1755,0.10036262001925314,0.005843749889354628,0.007133956370661744
e1756,0.08410143355443364,0.020995206737378362,0.02423882427764863
e1757,-0.001305206564092042,0.9714765300570197,0.9726495747703106
e1758,0.11103918192752438,0.002277861488059009,0.0029132033169906348
e1759,0.08853565031052607,0.015089209258761501,0.01766028789486972
e1760,0.15642429025525287,1.6189153674292682e-05,2.855812056718592e-05
e1761,0.09470038827978156,0.009317289731160453,0.011144681472025787
e1762,0.13741590747857158,0.00015525986513254583,0.00023302446007524412
e1763,0.1766470944266496,1.0732977842495143e-06,2.367131320687724e-06
e1764,-0.03405567146982114,0.3506988433924136,0.36550261775997855
e1765,0.08302062347452158,0.022708380554037975,0.026122710736190286
e1766,0.0709206286852499,0.051734199244650655,0.05762078496493805
e1767,0.050768160689825564,0.16401193328205893,0.17512676247856268
e1768,0.1345546718218569,0.00021305485964309324,0.0003132077211000541
e1769,0.08030338743659121,0.027560125223578303,0.031449423243833256
e1770,0.21597867958594544,2.1296055561086815e-09,8.819802407193084e-09
e1771,0.16519366078339917,5.192262770912315e-06,1.0010272150857884e-05
e1772,0.08997261482211925,0.0135175844526181,0.015912447832422374
