edge,r,p,q
e260,0.27773956898199925,8.362236446231323e-15,6.216231052671023e-14
e261,0.2698550550788278,4.9611552216685873e-14,3.100722013542867e-13
e262,0.26652874027434165,1.0334663377124134e-13,6.050597269925574e-13
e263,0.2775239690560406,8.786222282933673e-15,6.501950486686745e-14
e264,0.1950757035879685,6.811525448476948e-08,1.377954218000318e-07
e265,0.21431629235793176,2.843140295229514e-09,7.141945452545737e-09
e266,0.2856744553088059,1.3138672720738535e-15,1.1587035882038047e-14
e267,0.15329093341631952,2.3953960928335136e-05,3.4610021235305976e-05
e268,0.06990408059190327,0.05518887295797767,0.059636108376615746
e269,0.1686935646519994,3.2429121918341866e-06,5.1917902347144265e-06
e270,0.11084312305333469,0.0023193360320092043,0.0027560032863786447
e271,0.1325105536718916,0.0002660935208610016,0.00034434003544894857
e272,0.22001553110548677,1.0454667952836675e-09,2.830583568182991e-09
e273,0.1415235729304649,9.751071475137199e-05,0.00013160143937282487
e274,0.03923361939450513,0.2822721564223793,0.29378656904116623
e275,0.2761140805147439,1.2128301040467786e-14,8.709967185323311e-14
e276,0.1655991404045711,4.9191289153600636e-06,7.70368028768909e-06
e277,0.25158072836702833,2.4682146234530053e-12,1.0804547075828158e-11
e278,0.2003953035152484,2.9188524465064066e-08,6.248404010916254e-08
e279,0.2313029781869359,1.328119416546964e-10,4.1985790148753227e-10
e280,0.25398531976931826,1.5018464544852504e-12,6.8768394947667935e-12
e281,0.26096512488622864,3.4476028859822216e-13,1.7923568579586032e-12
e282,0.012794843925982787,0.7259391787707989,0.7347263583327688
e283,0.2041485204036718,1.582846882070615e-08,3.540367871552797e-08
e284,0.26457647287913055,1.5823239699933035e-13,8.910086871213e-13
e285,0.3048924233866125,1.1566719714874435e-17,1.6749607182603412e-16
e286,0.25111697266997374,2.7147844444982877e-12,1.1782815800548728e-11
e287,0.08471773380676677,0.02006954440347181,0.022308212792777133
e288,0.20868600573291632,7.435921952789154e-09,1.7499390593720927e-08
e289,0.3099367101160453,3.1457077675348393e-18,5.2960731450036636e-17
e290,0.25247974712690985,2.051069022035279e-12,9.149579363035655e-12
e291,0.15403607991932797,2.1837983428237246e-05,3.1725497899103605e-05
e292,0.2961019825619655,1.0535252702806835e-16,1.2062803727609667e-15
e293,0.2721332876733351,2.983524214128059e-14,1.956286071595611e-13
e294,0.307453706665361,5.99028487089809e-18,9.276783574386926e-17
e295,0.1714589580866159,2.2204559301039968e-06,3.637694328564216e-06
e296,0.2685188109888088,6.670350641570704e-14,4.0630541098027857e-13
e297,0.026031347185903223,0.4756871467604355,0.4876454883851569
e298,0.30239818644268174,2.1816638129057223e-17,2.9433972797846693e-16
e299,0.2526130200893532,1.9954202444737236e-12,8.921335175247607e-12
e300,0.10295380941161808,0.004684506572851839,0.005439472563878608
e301,0.2920170025484109,2.8666729179598727e-16,2.9650099307381222e-15
e302,0.21401755166495814,2.9939444242942026e-09,7.492391102044093e-09
e303,0.1976747982403792,4.515364561850443e-08,9.407994427894861e-08
e304,0.29298545188927483,2.2643673742713285e-16,2.404530989754506e-15
e305,0.11318090536760404,0.001866947691998373,0.0022352601570764467
e306,0.1727258978865426,1.8629516491501267e-06,3.0806662637599733e-06
e307,0.20340905735835688,1.787324254065331e-08,3.962539288758922e-08
e308,0.08201569088900089,0.024408749876460384,0.02695378294997845
e309,0.19603633428635886,5.855072636414378e-08,1.196016685122625e-07
e310,0.325620013353956,4.662182864386048e-20,1.2994039075809854e-18
e311,0.26874071879723915,6.351079312013534e-14,3.886423072234604e-13
e312,0.2869240963157627,9.763499418706442e-16,8.933040847460147e-15
e313,0.23036045121399767,1.5844725930763926e-10,4.940614948639958e-10
e314,0.237724688241136,3.909196831732591e-11,1.3588299904188396e-10
e315,0.26628979656823104,1.0889815872470166e-13,6.340179516154368e-13
e316,0.1523672594280588,2.6847644481397156e-05,3.855861180570175e-05
e317,0.25133214587169334,2.597521008304425e-12,1.1325737963465831e-11
e318,0.22520057488045714,4.1076017785124255e-10,1.1941749509480974e-09
e319,0.2642204235235827,1.709508948089567e-13,9.534537014288784e-13
e320,0.13154450809193985,0.00029524707510739215,0.0003807047751336165
e321,0.2399191575428581,2.552654420447277e-11,9.190849098407963e-11
e322,0.13774559334328088,0.00014964112256056247,0.00019845773668478463
e323,0.23527392706628533,6.260884578043635e-11,2.0938313094564186e-10
e324,0.2379805598452425,3.7204900881874366e-11,1.2998200975233495e-10
e325,0.1582848156523462,1.2782736250102377e-05,1.9072988781362926e-05
e326,0.002676909471956667,0.9415397338291113,0.9442443533336348
e327,0.3180145600406918,3.707953334602087e-19,7.951322344674734e-18
e328,0.30252775511510466,2.1112411567501483e-17,2.8600203552980223e-16
e329,0.04134268859437263,0.2571814616338725,0.2682202760082838
e330,0.2808118238219521,4.113195939957234e-15,3.2649620743976446e-14
e331,0.17338978691922496,1.698359319379504e-06,2.827047298674373e-06
e332,0.2754360757548798,1.415259968826934e-14,1.0019094051816432e-13
e333,0.26175894945142575,2.908135892465702e-13,1.5424281519207748e-12
e334,0.2948062161526239,1.449782403786925e-16,1.609072495000547e-15
e335,0.16281020275666203,7.114965683798867e-06,1.0923300193457605e-05
e336,0.03746635842140935,0.30453298474938223,0.3161461941944132
e337,0.11087288323063757,0.002312996411837396,0.002748847136877169
e338,0.3171848851559025,4.632607692362074e-19,9.704094008211083e-18
e339,0.2654662122792452,1.3036802700129902e-13,7.472130579855559e-13
e340,0.20628891586390485,1.1107007710205141e-08,2.5443703629916232e-08
e341,0.2402788518605879,2.3794575174709344e-11,8.610875540584032e-11
e342,0.2856665279417253,1.3163380317169467e-15,1.1601030483245012e-14
e343,0.22711954358998662,2.8899797734886487e-10,8.608082247032496e-10
e344,0.1905524884135619,1.3748129504448548e-07,2.6611008378419033e-07
e345,0.10730585231959024,0.0031964270888276206,0.0037567268525673073
e346,0.22497926987212954,4.276705369586799e-10,1.2397150306595383e-09
e347,0.22631334187767627,3.351292083124015e-10,9.871666707013624e-10
e348,0.3108500542590049,2.4782885675725085e-18,4.290256219094694e-17
e349,0.188877860643834,1.775511704722967e-07,3.3859782390021123e-07
e350,0.29465264530297824,1.5055297757591005e-16,1.6625994748949e-15
e351,0.15014324041787358,3.523609765481133e-05,4.9928677252260424e-05
e352,0.3125519915194381,1.5856161565967043e-18,2.8670476194222536e-17
e353,0.2914038959005815,3.3267679955321157e-16,3.384595251078175e-15
e354,0.28059174736816705,4.328935266377867e-15,3.4184845952745854e-14
e355,0.276489168901302,1.1133551145372328e-14,8.047862978311271e-14
e356,0.10139820330124417,0.00535259199400002,0.006191744502737918
e357,0.2357236668296587,5.7447316508487957e-11,1.9373014718164894e-10
e358,0.23500617190204848,6.589391914839099e-11,2.1932697183333106e-10
e359,0.21043889435171487,5.528182873496032e-09,1.3270306294640655e-08
e360,0.2875737362682979,8.362111318491414e-16,7.757856188250774e-15
e361,0.20045207654664485,2.8922090186716583e-08,6.201374794910678e-08
e362,0.25752239058362025,7.163835197026916e-13,3.5051773408591416e-12
e363,0.14385116896422193,7.449253331341093e-05,0.00010183426619062152
e364,0.18459478894963194,3.3800560583066667e-07,6.192277066167672e-07
e365,0.14094739557329403,0.00010416530478788761,0.00014020220258904048
e366,0.3173739919636363,4.403656685443547e-19,9.273308787336147e-18
e367,0.32659698494203254,3.5566452614631565e-20,1.0272458737752803e-18
e368,0.308131034653072,5.028119414018317e-18,7.97287460868243e-17
e369,0.01029158740461741,0.7779832604978547,0.7854429954800521
e370,0.1801854355126339,6.457154682716404e-07,1.1389592110091867e-06
e371,0.280312070073326,4.619200382821806e-15,3.631848582305568e-14
e372,0.18658816044803622,2.509570640266204e-07,4.679139486676423e-07
e373,0.3081145907795761,5.049565850775838e-18,7.994141641244167e-17
e374,0.27548978249315376,1.3980827880681631e-14,9.912261163328156e-14
e375,0.31157400359331544,2.050237143560049e-18,3.6111809646680143e-17
e376,0.2891980716680674,5.666318480133856e-16,5.481756818408543e-15
e377,0.13692728221691805,0.00016395295168363417,0.00021686033489560117
e378,0.21447933863148683,2.76397585907382e-09,6.951860414000128e-09
e379,0.11022476890685373,0.002454705744640922,0.0029093891791753634
e380,0.19736156056183324,4.746127232361185e-08,9.853722683775438e-08
e381,0.255746082274468,1.0404108616422485e-12,4.914354651478933e-12
e382,0.05923234027007658,0.10435203428224606,0.11123281815933883
e383,0.04462776475680227,0.2212546950248869,0.2315158497736486
e384,0.31260555361658976,1.5634127005511253e-18,2.833507535607231e-17
e385,0.32064856506734135,1.82033910272219e-19,4.2072878216227155e-18
e386,0.17035248784329884,2.5856733893955225e-06,4.190821017182839e-06
e387,0.13976375323356777,0.00011920038257717533,0.00015945735502055587
e388,0.26716116238511056,8.995829556118069e-14,5.335827367116233e-13
e389,0.08479447789076021,0.01995680386530779,0.022187853897962177
e390,0.15101121696315806,3.170303017628605e-05,4.514420754977405e-05
e391,0.24281797399273225,1.4443370718936298e-11,5.452913627524803e-11
e392,0.20035429486399625,2.9382453682298625e-08,6.286537235541798e-08
e393,0.2096461527827228,6.323376844237377e-09,1.5066475000038768e-08
e394,0.14525703971285006,6.318460912607488e-05,8.707574249369046e-05
e395,0.10833190372987132,0.002915167227084473,0.0034375342390958173
e396,0.2506143056472224,3.0092828402864846e-12,1.291732711857227e-11
e397,0.22141948339103956,8.136509208028016e-10,2.2410592835952597e-09
e398,0.030723798192416166,0.3998522528662645,0.4119840443221841
e399,0.17743850266464956,9.588259845538897e-07,1.6498605354623783e-06
e400,0.26095284551782355,3.456674197138684e-13,1.7959023748265554e-12
e401,0.3247095540240509,5.994469576434314e-20,1.59906091918288e-18
e402,0.2899292180894444,4.75188331552292e-16,4.676680414387048e-15
e403,0.21075689267437403,5.237270266534205e-09,1.262069245628853e-08
e404,0.22330229938408358,5.798082874149954e-10,1.6412780824407408e-09
e405,0.10183276833490824,0.005157809357866263,0.005973021777324176
e406,0.3317738826339691,8.336684350962464e-21,2.8505999392258006e-19
